name,movie
Doug Hemphill,Square Dance
Doug Hemphill,Real Genius
Doug Hemphill,Blade Runner
Doug Hemphill,3:10 to Yuma
Gordon K. McCallum,Nate and Hayes
Gordon K. McCallum,Pink Floyd: The Wall
Gordon K. McCallum,Blade Runner
Gordon K. McCallum,Roar
Gordon K. McCallum,Hurricane
Gordon K. McCallum,Superman
Gordon K. McCallum,The Shout
Gordon K. McCallum,The Uncanny
Gordon K. McCallum,The Odessa File
Gordon K. McCallum,The Abdication
Gordon K. McCallum,11 Harrowhouse
Gordon K. McCallum,Open Season
Gordon K. McCallum,Billy Two Hats
Gordon K. McCallum,The Day of the Jackal
Gordon K. McCallum,Baffled!
Gordon K. McCallum,The Amazing Mr. Blunden
Gordon K. McCallum,The Devils
Gordon K. McCallum,The Trojan Women
Gordon K. McCallum,The Private Life of Sherlock Holmes
Gordon K. McCallum,Ryan's Daughter
Gordon K. McCallum,Battle of Britain
Gordon K. McCallum,The Chairman
Gordon K. McCallum,Play Dirty
Gordon K. McCallum,Deadfall
Gordon K. McCallum,Nobody Runs Forever
Gordon K. McCallum,Prudence and the Pill
Gordon K. McCallum,Deadlier Than the Male
Gordon K. McCallum,The Desperate Ones
Gordon K. McCallum,Funeral in Berlin
Gordon K. McCallum,Fahrenheit 451
Gordon K. McCallum,Kaleidoscope
Gordon K. McCallum,Khartoum
Gordon K. McCallum,The Heroes of Telemark
Gordon K. McCallum,Rapture
Gordon K. McCallum,Masquerade
Gordon K. McCallum,Goldfinger
Gordon K. McCallum,The Fall of the Roman Empire
Gordon K. McCallum,This Is My Street
Gordon K. McCallum,The Moon-Spinners
Gordon K. McCallum,The Mind Benders
Gordon K. McCallum,A Pair of Briefs
Gordon K. McCallum,Stranglehold
Gordon K. McCallum,El Cid
Gordon K. McCallum,"No, My Darling Daughter"
Gordon K. McCallum,Victim
Gordon K. McCallum,Flame in the Streets
Gordon K. McCallum,No Kidding
Gordon K. McCallum,A Night to Remember
Gordon K. McCallum,Carve Her Name with Pride
Gordon K. McCallum,The One That Got Away
Gordon K. McCallum,Campbell's Kingdom
Gordon K. McCallum,The Prince and the Showgirl
Gordon K. McCallum,High Tide at Noon
Gordon K. McCallum,True as a Turtle
Gordon K. McCallum,The Spanish Gardener
Gordon K. McCallum,The Battle of the River Plate
Gordon K. McCallum,The Iron Petticoat
Gordon K. McCallum,Reach for the Sky
Gordon K. McCallum,Simon and Laura
Gordon K. McCallum,One Good Turn
Gordon K. McCallum,Mad About Men
Gordon K. McCallum,The Purple Plain
Gordon K. McCallum,The Young Lovers
Gordon K. McCallum,Fast and Loose
Gordon K. McCallum,The Million Pound Note
Gordon K. McCallum,The Kidnappers
Gordon K. McCallum,Personal Affair
Gordon K. McCallum,Always a Bride
Gordon K. McCallum,Malta Story
Gordon K. McCallum,Genevieve
Gordon K. McCallum,The Net
Gordon K. McCallum,The Planter's Wife
Gordon K. McCallum,Venetian Bird
Gordon K. McCallum,The Importance of Being Earnest
Gordon K. McCallum,Hunted
Gordon K. McCallum,Appointment with Venus
Gordon K. McCallum,Fortune in Diamonds
Gordon K. McCallum,Blackmailed
Gordon K. McCallum,White Corridors
Gordon K. McCallum,Traveller's Joy
Gordon K. McCallum,Prelude to Fame
Gordon K. McCallum,So Long at the Fair
Gordon K. McCallum,The Astonished Heart
Gordon K. McCallum,The Spider and the Fly
Gordon K. McCallum,Obsession
Gordon K. McCallum,The Passionate Friends
Gordon K. McCallum,Trouble in the Air
Gordon K. McCallum,Oliver Twist
Gordon K. McCallum,Penny and the Pownall Case
Gordon K. McCallum,Escape
Gordon K. McCallum,Blanche Fury
Gordon K. McCallum,Great Expectations
Gordon K. McCallum,I Know Where I'm Going!
Gordon K. McCallum,This Happy Breed
Nicolas Le Messurier,Book of Blood
Nicolas Le Messurier,Human Traffic
Nicolas Le Messurier,Company Business
Nicolas Le Messurier,Pathfinder
Nicolas Le Messurier,The Fourth Protocol
Nicolas Le Messurier,A Passage to India
Nicolas Le Messurier,Nate and Hayes
Nicolas Le Messurier,Pink Floyd: The Wall
Nicolas Le Messurier,Blade Runner
Nicolas Le Messurier,Roar
Nicolas Le Messurier,The Dogs of War
Nicolas Le Messurier,Hurricane
Nicolas Le Messurier,The Shout
Nicolas Le Messurier,The Greek Tycoon
Bud Alper,Inside Out
Bud Alper,The Crow
Bud Alper,Loose Cannons
Bud Alper,Better Off Dead...
Bud Alper,Ladyhawke
Bud Alper,Two of a Kind
Bud Alper,Six Pack
Bud Alper,Blade Runner
Bud Alper,Desperate Lives
Bud Alper,Detroit 9000
Bud Alper,The Last American Hero
Bud Alper,Cleopatra Jones
Bud Alper,The Mack
Bud Alper,Slither
Bud Alper,Black Gunn
Bud Alper,One Is a Lonely Number
Bud Alper,Valdez Is Coming
Bud Alper,Sole Survivor
Bud Alper,Take the Money and Run
Karen Baker Landers,Violent Night
Karen Baker Landers,For Love
Karen Baker Landers,Pearl
Karen Baker Landers,Morbius
Karen Baker Landers,Shut In
Karen Baker Landers,Scream
Karen Baker Landers,Atom
Karen Baker Landers,Intrusion
Karen Baker Landers,Lonely Blue Night
Karen Baker Landers,Dumplin'
Karen Baker Landers,Robin Hood
Karen Baker Landers,The House with a Clock in Its Walls
Karen Baker Landers,What Happened to Monday
Karen Baker Landers,Megan Leavey
Karen Baker Landers,Spectre
Karen Baker Landers,Secret in Their Eyes
Karen Baker Landers,Dracula Untold
Karen Baker Landers,RoboCop
Karen Baker Landers,Carrie
Karen Baker Landers,The Guilt Trip
Karen Baker Landers,Skyfall
Karen Baker Landers,What's Your Number?
Karen Baker Landers,Life As We Know It
Karen Baker Landers,Love Ranch
Karen Baker Landers,The Wolfman
Karen Baker Landers,G.I. Joe: The Rise of Cobra
Karen Baker Landers,The Proposal
Karen Baker Landers,Body of Lies
Karen Baker Landers,Eagle Eye
Karen Baker Landers,27 Dresses
Karen Baker Landers,American Gangster
Karen Baker Landers,Things We Lost in the Fire
Karen Baker Landers,The Bourne Ultimatum
Karen Baker Landers,Freedom Writers
Karen Baker Landers,A Good Year
Karen Baker Landers,Step Up
Karen Baker Landers,The Big White
Karen Baker Landers,The Island
Karen Baker Landers,Ray
Karen Baker Landers,The Bourne Supremacy
Karen Baker Landers,Van Helsing
Karen Baker Landers,Seabiscuit
Karen Baker Landers,The Bourne Identity
Karen Baker Landers,Black Hawk Down
Karen Baker Landers,Evolution
Karen Baker Landers,Hannibal
Karen Baker Landers,The Patriot
Karen Baker Landers,Urban Legend
Karen Baker Landers,Godzilla
Karen Baker Landers,The Replacement Killers
Karen Baker Landers,Braveheart
Karen Baker Landers,Legends of the Fall
Karen Baker Landers,In the Line of Fire
Karen Baker Landers,The Last of the Mohicans
Karen Baker Landers,National Lampoon's Christmas Vacation
Karen Baker Landers,Blade Runner
Karen Baker Landers,Directed by John Ford
Karen Baker Landers,Making Waves: The Art of Cinematic Sound
Joel Fein,Doorways
Joel Fein,First Shot
Joel Fein,Truman
Joel Fein,Doppelganger
Joel Fein,Sleepwalkers
Joel Fein,Perry Mason: The Case of the Musical Murder
Joel Fein,Blade Runner
Joel Fein,Gorp
Joel Fein,Roller Boogie
Matt Vowles,Black Adam
Matt Vowles,Gift of Fire
Matt Vowles,Lisey's Story
Matt Vowles,Homemade
Matt Vowles,Council of Dads
Matt Vowles,Downrange
Matt Vowles,Cheap Thrills
Matt Vowles,Geezas
Matt Vowles,The Hillside Stranglers
Matt Vowles,Blade Runner
Ron Bartlett,Dune: Part Two
Ron Bartlett,A Christmas Story Christmas
Ron Bartlett,King Richard
Ron Bartlett,The Harder They Fall
Ron Bartlett,Dune
Ron Bartlett,Sweet Girl
Ron Bartlett,Jungle Cruise
Ron Bartlett,Cruella
Ron Bartlett,Gemini Man
Ron Bartlett,Us
Ron Bartlett,The Christmas Chronicles
Ron Bartlett,Robin Hood
Ron Bartlett,Instant Family
Ron Bartlett,Blade Runner 2049
Ron Bartlett,Going in Style
Ron Bartlett,Life
Ron Bartlett,xXx: Return of Xander Cage
Ron Bartlett,Ben-Hur
Ron Bartlett,The Boss
Ron Bartlett,Secret in Their Eyes
Ron Bartlett,Maze Runner: The Scorch Trials
Ron Bartlett,Black Mass
Ron Bartlett,The Gambler
Ron Bartlett,The Maze Runner
Ron Bartlett,X-Men: Days of Future Past
Ron Bartlett,The Other Woman
Ron Bartlett,Ender's Game
Ron Bartlett,The Wolverine
Ron Bartlett,The Internship
Ron Bartlett,A Good Day to Die Hard
Ron Bartlett,Life of Pi
Ron Bartlett,Prometheus
Ron Bartlett,The Cabin in the Woods
Ron Bartlett,This Means War
Ron Bartlett,Rise of the Planet of the Apes
Ron Bartlett,"Crazy, Stupid, Love."
Ron Bartlett,Mr. Popper's Penguins
Ron Bartlett,X-Men: First Class
Ron Bartlett,The Hangover Part II
Ron Bartlett,The Way Back
Ron Bartlett,Due Date
Ron Bartlett,Life As We Know It
Ron Bartlett,Valentine's Day
Ron Bartlett,Sherlock Holmes
Ron Bartlett,Orphan
Ron Bartlett,Terminator Salvation
Ron Bartlett,Yes Man
Ron Bartlett,Max Payne
Ron Bartlett,Tropic Thunder
Ron Bartlett,Aliens vs Predator: Requiem
Ron Bartlett,The Assassination of Jesse James by the Coward Robert Ford
Ron Bartlett,Hairspray
Ron Bartlett,Nancy Drew
Ron Bartlett,Charlie Bartlett
Ron Bartlett,Superman Returns
Ron Bartlett,Serenity
Ron Bartlett,Batman Begins
Ron Bartlett,Iron Jawed Angels
Ron Bartlett,Confidence
Ron Bartlett,Malibu's Most Wanted
Ron Bartlett,S1m0ne
Ron Bartlett,Death to Smoochy
Ron Bartlett,Don't Say a Word
Ron Bartlett,Flawless
Ron Bartlett,Meet Joe Black
Ron Bartlett,Lost in Space
Ron Bartlett,As Good as It Gets
Ron Bartlett,The Fifth Element
Ron Bartlett,Heat
Ron Bartlett,The Living Sea
Ron Bartlett,Suture
Ron Bartlett,Hard Target
Ron Bartlett,Aladdin
Ron Bartlett,Reservoir Dogs
Ron Bartlett,Basic Instinct
Ron Bartlett,Beauty and the Beast
Ron Bartlett,Predator 2
Ron Bartlett,The Adventures of Ford Fairlane
Ron Bartlett,Gremlins 2: The New Batch
Ron Bartlett,"sex, lies, and videotape"
Ron Bartlett,The 'Burbs
Ron Bartlett,Die Hard
Ron Bartlett,Bad Dreams
Ron Bartlett,The Hanoi Hilton
Ron Bartlett,The Texas Chainsaw Massacre 2
Ron Bartlett,Invaders from Mars
Ron Bartlett,The Delta Force
Ron Bartlett,"Camorra (A Story of Streets, Women and Crime)"
Ron Bartlett,Blade Runner
